2019-11-01,173.3480224609375,179.4499969482422,196.17999267578125,174.25999450683594,177.0,175266125
2019-12-01,180.34185791015625,186.69000244140625,190.94000244140625,171.05999755859375,180.39999389648438,88860765
2020-01-01,233.8291015625,242.05999755859375,247.0,177.25999450683594,188.3800048828125,145742565
2020-02-01,336.90087890625,348.760009765625,398.79998779296875,233.63999938964844,248.1999969482422,641800945
2020-03-01,190.8166046142578,196.50999450683594,374.739990234375,154.92999267578125,362.0,200652840
2020-04-01,257.1960144042969,264.8699951171875,301.79998779296875,206.3300018310547,206.3300018310547,116527405
2020-05-01,273.8976745605469,282.07000732421875,295.0,238.0,264.8699951171875,113036950
2020-06-01,263.8573303222656,271.7300109863281,319.0,268.0,290.0,144304865
2020-07-01,259.429443359375,267.1700134277344,293.55999755859375,266.42999267578125,272.7300109863281,76077880
2020-08-01,261.0606994628906,268.8500061035156,282.79998779296875,263.010009765625,267.3999938964844,63749350
2020-09-01,268.78033447265625,276.79998779296875,291.9800109863281,264.2300109863281,267.20001220703125,85122950
2020-10-01,255.41909790039062,263.0400085449219,282.0,259.4100036621094,282.0,22778315
2020-11-01,263.3431091308594,270.69000244140625,283.3699951171875,258.010009765625,264.0400085449219,35237780
2020-12-01,279.7552795410156,287.55999755859375,360.0,267.2900085449219,271.6000061035156,467633620
2021-01-01,283.3159484863281,291.2200012207031,302.9800109863281,283.4100036621094,289.3999938964844,137166310
2021-02-01,342.3782043457031,351.92999267578125,361.989990234375,290.2300109863281,293.95001220703125,256392390
2021-03-01,341.862548828125,351.3999938964844,414.6000061035156,340.6000061035156,357.5899963378906,338877595
2021-04-01,348.55584716796875,358.2799987792969,363.6000061035156,310.0,352.0,129551715
2021-05-01,370.30902099609375,380.6400146484375,388.2300109863281,336.29998779296875,352.20001220703125,112920180
2021-06-01,395.729736328125,406.7699890136719,436.79998779296875,377.6000061035156,382.3599853515625,175481345
2021-07-01,453.6051330566406,466.260009765625,495.989990234375,406.05999755859375,409.55999755859375,188321555
2021-08-01,535.4614868164062,550.4000244140625,551.9000244140625,484.4700012207031,493.79998779296875,265821825
2021-09-01,739.0808715820312,759.7000122070312,803.9400024414062,543.5999755859375,551.0,545236920
2021-10-01,823.857666015625,845.7000122070312,1279.260009765625,639.4500122070312,755.4000244140625,903811883
2021-11-01,774.6132202148438,795.1500244140625,929.0,750.5499877929688,874.2000122070312,235322037
2021-12-01,810.2679443359375,831.75,878.2000122070312,780.7000122070312,809.0,100440308
2022-01-01,845.5816650390625,868.0,918.6500244140625,784.7999877929688,831.9000244140625,105306711
2022-02-01,788.4464721679688,809.3499755859375,899.9000244140625,735.0,894.5999755859375,88430703
2022-03-01,756.5253295898438,774.7000122070312,822.0,708.4000244140625,809.3499755859375,80435821
2022-04-01,728.4498901367188,745.9500122070312,840.9500122070312,740.0,777.0,47969268
2022-05-01,676.4002685546875,692.6500244140625,744.7000122070312,618.0,740.0,59623097
2022-06-01,562.6822509765625,576.2000122070312,698.8499755859375,568.4500122070312,692.6500244140625,46806680
2022-07-01,622.1535034179688,637.0999755859375,640.0,557.0,576.2000122070312,42810635
2022-08-01,694.0756225585938,710.75,752.75,631.0499877929688,646.3499755859375,105608553
2022-09-01,690.9803466796875,706.0,738.0,661.0,707.0,55153304
2022-10-01,725.4314575195312,741.2000122070312,756.0,700.0999755859375,705.9500122070312,45261333
2022-11-01,720.5377197265625,736.2000122070312,774.9000244140625,710.5999755859375,745.0,45620565
2022-12-01,626.0908203125,639.7000122070312,742.5,605.0,739.9000244140625,73231276
2023-01-01,623.0567016601562,636.5999755859375,654.7999877929688,601.0,643.0,22816711
2023-02-01,596.28857421875,609.25,656.7000122070312,595.0,641.0,25454554
2023-03-01,563.6844482421875,572.7999877929688,621.4000244140625,557.0999755859375,603.2999877929688,21303152
2023-04-01,607.9683227539062,617.7999877929688,619.6500244140625,564.5499877929688,577.0,20642444
2023-05-01,639.1638793945312,649.5,653.7000122070312,604.0999755859375,617.7999877929688,35537785
2023-06-01,624.992919921875,635.0999755859375,675.0,621.6500244140625,650.0999755859375,34524364
2023-07-01,630.4546508789062,640.6500244140625,642.6500244140625,614.3499755859375,635.7999877929688,21276830
2023-08-01,661.3057861328125,672.0,686.0,630.5999755859375,642.0,52220115
2023-09-01,672.085693359375,680.8499755859375,758.0,661.0,675.75,61674523
2023-10-01,656.7852172851562,665.3499755859375,726.5,635.5499877929688,680.8499755859375,34196410
2023-11-01,696.6652221679688,705.75,719.9000244140625,649.7000122070312,666.0499877929688,31371572
2023-12-01,879.3101196289062,887.5,916.5,700.0,710.0,205349624
2024-01-01,968.1823120117188,977.2000122070312,1046.9000244140625,866.7999877929688,892.0,146344315
2024-02-01,918.8419189453125,927.4000244140625,993.5,877.0,988.5,69724816
2024-03-01,921.1206665039062,929.7000122070312,961.0,862.75,934.0,38976851
2024-04-01,1029.164306640625,1038.75,1068.800048828125,930.0,930.0499877929688,72413846
2024-05-01,1010.93408203125,1020.3499755859375,1138.9000244140625,973.5,1038.75,65036601
2024-06-01,980.1211547851562,989.25,1084.949951171875,845.2999877929688,1084.949951171875,79630116
2024-07-01,978.5359497070312,987.6500244140625,1059.449951171875,940.0499877929688,990.0,58588219
2024-08-01,924.1920166015625,932.7999877929688,995.0,906.2999877929688,989.9000244140625,27604431
2024-09-01,923.9153442382812,928.5499877929688,957.0999755859375,866.0499877929688,938.9500122070312,34863509
2024-10-01,817.2006225585938,821.2999877929688,934.0,798.0999755859375,925.0,30982009
